,index,TIME_PERIOD,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_EA19,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_USA,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_EA19,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_USA,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_CHN,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_USA,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_EU27_2020,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_USA,OECD_QNA_GDP_AUT,OECD_QNA_GDP_CHE,OECD_QNA_GDP_CHN,OECD_QNA_GDP_DNK,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_QNA_GDP_POL,OECD_QNA_GDP_SWE,OECD_QNA_GDP_USA,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_EU27_2020,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_USA
125,251,2021-01-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,7.4,-19.6,-1.6,-2.0,-3.2,1.2,-14.6,100.0493,100.3597,99.73804,101.1313,101.0304,100.5114,100.6183,100.4571,100.1133,99.20235,101.784,101.5558,99.44572,99.09053,103.9346,99.45808,100.6579,99.24728,99.14518,99.04503,99.17718,98.6995,101.067,99.2522,102.2995,100.3593,100.3149,-0.5657645,-0.85,2.9,-0.5657645,-0.39,-0.5657645,0.11,0.09,-0.3995,-0.454,-0.5835,-0.444,-0.06359448,1.19,0.070066,1.08,0.8863952,6.468547,6.10949,0.8217238,3.728767,8.287952,103.8093,97.88317,99.11174,103.6108,101.7348,107.3292,98.81133,96.92546,101.7489,-0.54715,-0.729838,3.01,-0.54715,-0.237845,-0.54715,0.21,-0.15042,0.14,123.1291,115.4722,108.8503,108.1731,116.2814,121.5904,143.3559,112.9874,117.868,98.29253,108.4324,106.8303,103.2658,109.1702,130.0661,110.7886,97.96881,112.07,119.4548,102.0,116.4799,108.5699,134.7138,113.1615,97.13155,-0.7,0.0,1.4,0.2,0.3,0.9,-0.1,0.5,0.1,-0.1,1.9,-0.3,0.4,0.3,-0.8,0.3,1.1,0.2,1.3,0.3,1.4,2.4,2.1,0.3,-1.48662298,0.441868353,0.5,0.873312222,0.698126,1.033004689,0.646224,2.327990269,2.517525571,1.380186139,7.4,3.9,6.1,7.5,3.6,9.0,6.4
126,252,2021-02-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,12.8,-14.25,-0.8,-5.4,-1.9,4.5,-15.3,100.53,100.7497,99.5838,101.6421,101.2349,100.9668,101.1387,100.7875,100.5221,99.5318,102.1704,101.7942,99.72641,99.15185,104.0532,99.60072,100.801,99.53796,99.48756,99.32024,99.52771,99.16248,101.422,99.38841,102.2901,100.7923,100.689,-0.563521,-0.85,2.9,-0.563521,-0.37,-0.563521,0.11,0.08,-0.1969,-0.229,-0.4455,-0.282,0.06431864,1.31,0.24712,1.26,0.897285,6.4596,6.14729,0.826744,3.71755,8.333805,103.6565,96.80239,99.81828,103.4102,101.524,106.2714,99.4943,96.47346,102.2594,-0.5411,-0.732424,3.25,-0.5411,-0.22733,-0.5411,0.21,-0.1313,0.11,126.9451,115.7014,106.2039,105.6213,106.9552,125.31,141.4581,113.4636,117.1411,96.16624,109.8122,105.3362,101.6887,107.9574,129.9293,113.1946,94.69077,112.3032,119.7026,99.9,116.7244,107.056,134.1554,114.6734,93.21964,0.3,0.1,0.6,0.5,0.3,0.5,0.3,0.6,-0.4,-0.4,0.2,-0.1,0.0,0.4,0.0,0.2,0.4,0.3,0.3,1.3,0.0,0.2,0.6,0.4,-1.48662298,0.441868353,0.5,0.873312222,0.698126,1.033004689,0.646224,2.327990269,2.517525571,1.380186139,7.1,3.9,6.0,7.5,3.8,9.1,6.2
127,253,2021-03-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,29.3,-9.63,3.5,-2.5,3.7,7.9,-18.0,101.319,101.332,99.65947,102.169,101.5217,101.5338,101.6965,101.1777,101.1118,99.91389,102.5247,101.9925,100.0259,99.36403,103.7862,99.87534,100.9853,100.032,100.0516,99.72655,99.98286,99.55002,101.6801,99.74583,102.1748,101.3015,101.0109,-0.5637665,-0.83,2.9,-0.5637665,-0.26,-0.5637665,0.11,0.07,-0.0887,-0.267,-0.3647826,-0.028,0.1479203,1.52,0.39866,1.61,0.9294783,6.509413,6.2498,0.8404639,3.863939,8.541244,104.5721,94.72119,99.79034,103.7067,101.343,106.638,97.94427,95.53206,104.0384,-0.5390869,-0.73,3.07,-0.5390869,-0.2076956,-0.5390869,0.21,-0.15965,0.1,131.5243,106.596,118.9759,110.7249,108.3719,122.7448,144.2047,116.4401,121.8655,97.90593,115.6765,106.6169,103.3142,109.4747,132.8015,113.9966,97.35352,115.4519,124.0396,101.4,122.9578,107.9211,138.0642,115.9527,96.11514,1.2,0.2,0.5,0.1,0.9,0.9,0.1,0.9,1.5,-0.1,-0.2,-0.3,0.3,0.0,0.2,0.4,0.2,0.3,0.3,0.0,0.5,0.4,-1.3,0.2,-1.48662298,0.441868353,0.5,0.873312222,0.698126,1.033004689,0.646224,2.327990269,2.517525571,1.380186139,6.9,3.9,6.4,7.5,3.9,9.6,6.1
128,254,2021-04-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,42.5,-4.95,9.9,-0.5,8.3,10.7,-13.2,102.1589,101.9328,99.56925,102.5788,101.8043,102.1182,102.2222,101.47,101.6758,100.2368,102.8867,101.9506,100.2327,99.69649,103.5196,100.1593,101.2268,100.6006,100.7196,100.0482,100.4005,99.93352,102.0136,99.98423,101.9644,101.8028,101.2737,-0.5660555,-0.85,2.9,-0.5660555,-0.31,-0.5660555,0.11,0.07,-0.0409,-0.21,-0.325,0.003,0.2050652,1.55,0.37016,1.64,0.9235591,6.519138,6.220209,0.8360318,3.819532,8.508204,104.0994,94.896,98.90069,103.7196,101.4544,107.0998,99.25187,95.3168,104.091,-0.53815,-0.7285415,2.82,-0.53815,-0.2098167,-0.53815,0.21,-0.14671,0.11,129.1075,105.7224,117.1349,111.0577,116.1633,127.3621,144.7719,118.8213,125.2574,97.90593,112.9168,107.8975,103.6564,109.9415,133.6221,114.3403,97.49113,117.3178,127.2615,101.2,118.8022,109.0024,136.8078,115.8364,96.12811,0.1,0.3,0.5,0.5,0.6,0.7,0.3,1.0,0.4,1.7,0.0,0.0,0.3,1.0,0.4,0.8,0.0,0.0,0.2,0.0,0.4,0.3,-0.6,0.3,4.62259476,2.466137066,1.4,4.08183787,2.203459,1.843584012,2.726855,2.558760022,0.704687955,1.570044874,7.2,3.8,5.0,7.5,3.8,9.1,6.1
129,255,2021-05-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,59.5,1.78,30.2,-0.3,17.2,17.0,-3.1,102.8732,102.2472,99.41264,102.8929,102.1271,102.6373,102.6735,101.7157,102.1736,100.4882,103.2315,101.8683,100.7065,100.1386,103.3381,100.6518,101.371,101.3216,101.551,100.2907,100.8824,100.4685,102.3386,99.92693,101.6691,102.247,101.3433,-0.5647062,-0.85,2.9,-0.5647062,-0.32,-0.5647062,0.11,0.06,0.0803,-0.134,-0.2235,0.113,0.3769678,1.82,0.42118,1.62,0.9026428,6.430894,6.122376,0.8229414,3.728548,8.349481,104.039,95.82841,98.96581,103.6058,101.4071,107.0825,100.1474,95.60934,103.3591,-0.5400952,-0.735221,2.84,-0.5400952,-0.2090833,-0.5400952,0.21,-0.1519,0.1,128.4715,116.4281,116.6747,111.0577,120.1771,126.4643,145.9234,117.2735,120.8964,96.64948,113.6067,106.19,103.0048,109.1214,134.1691,112.9654,98.33882,115.2187,122.9244,99.9,121.98,107.3804,138.6226,114.5571,97.16759,0.2,0.2,0.3,0.3,0.3,0.4,0.2,1.0,0.3,-0.2,0.0,-0.1,0.2,0.5,0.3,1.4,0.1,0.4,0.2,0.2,0.2,0.4,0.8,0.4,4.62259476,2.466137066,1.4,4.08183787,2.203459,1.843584012,2.726855,2.558760022,0.704687955,1.570044874,6.7,3.8,5.1,7.3,3.7,9.1,5.8
130,256,2021-06-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,66.1,6.64,35.7,-0.9,24.3,20.9,8.8,103.3414,102.3351,99.18981,103.1824,102.3293,103.0901,103.0729,101.8877,102.5584,100.629,103.4889,101.7325,101.0471,100.6892,103.1013,101.1089,101.441,101.8552,102.1485,100.4424,101.2425,100.7663,102.4025,99.72213,101.3021,102.5931,101.3427,-0.5641259,-0.9,2.9,-0.5641259,-0.38,-0.5641259,0.11,0.08,0.0229,-0.2,-0.2886364,0.106,0.3038678,1.78,0.36155,1.52,0.9079182,6.42449,6.173473,0.8300123,3.736268,8.394028,104.0359,95.64806,98.48692,103.2927,101.0275,106.3161,100.3053,95.59719,104.5023,-0.5429091,-0.7377273,2.93,-0.5429091,-0.2103409,-0.5429091,0.21,-0.15881,0.09,125.8003,135.1802,116.2144,111.8343,120.6493,129.286,146.787,117.3926,119.685,95.00645,110.7321,105.1227,103.7438,109.0012,135.6736,115.1423,98.79648,115.2187,122.5527,98.1,117.0911,106.5153,138.483,118.5113,97.23824,0.2,0.0,0.4,0.1,0.2,0.1,0.1,1.1,0.4,0.6,0.1,0.3,0.2,-0.2,-0.1,0.0,0.0,0.2,0.2,0.3,0.4,0.4,0.4,0.8,4.62259476,2.466137066,1.4,4.08183787,2.203459,1.843584012,2.726855,2.558760022,0.704687955,1.570044874,6.3,3.6,4.8,7.2,3.5,9.4,5.9
131,257,2021-07-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,62.2,12.59,33.8,1.2,28.2,23.6,17.7,103.368,102.3808,98.8726,103.4056,102.3636,103.4311,103.3907,101.9741,102.7711,100.6117,103.7926,101.5993,101.2078,101.2368,102.7069,101.2742,101.4934,101.9483,102.2685,100.3451,101.2968,100.8285,102.3266,99.26535,100.8896,102.7926,101.2914,-0.5665223,-0.85,2.9,-0.5665223,-0.39,-0.5665223,0.11,0.1,-0.1302,-0.373,-0.4513636,-0.05,0.1640485,1.61,0.1808,1.32,0.9180455,6.47471,6.291214,0.8456845,3.860227,8.6278,103.8739,95.74565,99.10669,103.3193,101.354,105.7646,98.79197,94.62262,105.9076,-0.5448182,-0.7361364,2.82,-0.5448182,-0.21,-0.5448182,0.21,-0.15514,0.1,124.2739,120.1051,114.4884,111.3905,119.5868,136.4686,148.7335,120.6072,122.7135,96.74613,117.6313,107.8975,104.0783,109.7848,136.631,114.684,99.2114,117.7843,124.7831,100.5,127.1135,109.435,139.0414,116.3016,98.05577,-0.1,0.1,0.5,0.8,0.0,0.4,0.3,0.5,-0.3,-0.7,0.3,0.7,-0.1,1.1,-0.3,-0.1,0.3,0.2,0.3,1.2,0.8,0.4,1.8,0.4,3.625175235,2.335050722,0.6,2.209658392,1.811897,1.193684996,2.025862,2.05566227,0.478198997,0.852849396,6.0,3.5,4.1,7.0,3.3,8.7,5.4
132,258,2021-08-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,62.8,7.68,35.1,2.5,28.0,24.2,16.7,103.2963,102.4635,98.54178,103.5293,102.3077,103.5856,103.5415,101.9997,102.8042,100.5101,104.0106,101.5524,101.1719,101.6227,102.5996,101.3074,101.5682,101.8485,102.1846,100.1095,101.1701,100.7901,102.1744,98.70995,100.4708,102.8397,101.2201,-0.5681,-0.8,2.9,-0.5681,-0.4,-0.5681,0.1,0.09,-0.225,-0.347,-0.5386364,-0.156,0.05978104,1.6,0.11013,1.28,0.9142364,6.476127,6.317677,0.8498136,3.881896,8.677695,103.4981,96.48623,99.22881,102.7875,100.7858,105.3134,98.52241,94.64445,106.1575,-0.5475909,-0.7381818,2.86,-0.5475909,-0.21,-0.5475909,0.22,-0.16214,0.1,125.5459,111.2675,112.9926,110.503,120.6493,121.9752,149.2077,120.4881,120.8964,91.81701,116.4814,105.3362,103.3733,108.6993,136.2207,113.08,99.18602,117.551,124.4114,94.5,122.9578,106.0827,138.9018,113.743,97.78263,0.0,0.2,0.1,-0.3,0.3,0.3,0.5,0.2,0.0,-0.1,0.3,-1.4,0.3,-0.5,1.2,0.9,0.3,0.1,0.1,0.5,0.5,0.8,1.2,0.5,3.625175235,2.335050722,0.6,2.209658392,1.811897,1.193684996,2.025862,2.05566227,0.478198997,0.852849396,5.8,3.4,5.1,6.9,3.1,8.9,5.1
133,259,2021-09-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,62.6,10.24,30.0,5.6,24.8,26.8,25.2,103.1326,102.6048,98.27616,103.5508,102.4372,103.651,103.6297,102.0375,102.8049,100.4866,104.1342,101.5924,100.9624,101.7072,102.8037,101.3492,101.5757,101.7371,102.0524,99.94861,100.9631,100.6533,101.9478,98.41837,100.0838,102.7783,101.1619,-0.5693604,-0.8,2.9,-0.5693604,-0.35,-0.5693604,0.1,0.08,-0.076,-0.166,-0.3627273,-0.013,0.1966503,1.87,0.26964,1.37,0.9223545,6.456194,6.317909,0.8496259,3.879745,8.638827,103.786,95.47643,99.15788,102.8396,100.5703,105.1583,98.95804,95.15647,106.2071,-0.5450454,-0.82,2.77,-0.5450454,-0.21425,-0.5450454,0.23,-0.17082,0.1,127.3267,104.3141,114.1433,112.2781,119.8229,129.4143,149.4602,119.1785,119.3216,92.30025,117.0563,105.7631,102.3113,108.7454,137.4516,113.4237,98.14925,116.035,123.9157,94.7,124.7912,106.6234,140.0186,113.2778,96.86839,0.9,0.0,0.3,0.4,0.5,0.7,0.5,0.2,0.5,0.9,0.4,1.4,0.4,0.9,0.4,1.0,0.4,0.2,0.4,0.4,0.8,0.8,2.4,0.6,3.625175235,2.335050722,0.6,2.209658392,1.811897,1.193684996,2.025862,2.05566227,0.478198997,0.852849396,5.0,3.4,4.8,6.7,3.0,8.9,4.7
134,260,2021-10-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,55.3,7.06,37.7,5.8,33.1,30.7,27.0,103.0843,102.7062,98.22663,103.4806,102.658,103.6677,103.6946,102.0635,102.8147,100.5264,104.2856,101.5946,100.6953,101.598,102.9487,101.1992,101.2216,101.439,101.6848,99.76775,100.6045,100.3257,101.6088,98.23624,99.75266,102.6321,101.1233,-0.5704129,-0.8,2.9,-0.5704129,-0.48,-0.5704129,0.23,0.08,0.0837,-0.046,-0.2042857,0.097,0.3522538,2.63,0.38059,1.58,0.9235857,6.411353,6.412843,0.8620081,3.960048,8.672719,103.5747,95.90448,100.7525,102.1459,100.2583,104.3788,98.36027,95.25024,107.0071,-0.5498095,-0.7266924,2.72,-0.5498095,-0.2763429,-0.5498095,0.74,-0.21338,0.11,124.5283,99.88901,114.3734,112.8328,121.4757,129.6708,150.8832,120.9644,117.9891,95.68299,119.0111,106.4034,103.8028,109.5464,139.6398,114.684,99.49635,117.551,120.4461,98.7,126.0134,107.3804,142.1126,115.9527,98.2381,0.7,0.4,0.5,1.0,0.9,1.0,0.2,0.9,-0.2,0.0,0.3,0.8,0.5,1.9,-0.1,1.0,1.0,0.8,1.1,2.5,2.2,2.2,-2.2,0.9,0.037202002,0.410744831,1.8,2.875692573,0.930044,1.505079122,1.08257,2.023351588,2.28220375,1.803158911,5.6,3.3,4.8,6.6,3.0,8.4,4.5
135,261,2021-11-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,61.4,11.62,43.5,7.4,38.2,33.8,24.4,103.0911,102.7892,98.45373,103.4487,102.5362,103.6282,103.7056,102.0619,102.8603,100.5097,104.3551,101.513,100.3111,101.3915,103.0731,100.91,100.7311,101.0079,101.1304,99.54202,100.1813,99.87949,101.174,98.07782,99.47759,102.4325,101.0916,-0.5732373,-0.8,2.9,-0.5732373,-0.46,-0.5732373,0.91,0.08,-0.0088,-0.234,-0.3136364,0.006,0.3123451,3.12,0.26672,1.56,0.9218773,6.39007,6.516805,0.8767496,4.069441,8.801168,103.7167,96.92627,101.7031,101.5209,99.96628,103.7554,97.61143,95.30904,107.7452,-0.5673636,-0.6939609,2.94,-0.5673636,-0.2752381,-0.5673636,2.06,-0.34709,0.14,127.9627,114.1196,115.1788,113.3876,125.4894,129.4143,154.7045,122.274,127.8013,96.45618,120.161,107.7908,105.2952,111.2661,147.2988,115.8297,100.4027,118.1341,131.2268,99.8,127.4801,108.678,147.6966,117.4646,99.1187,0.5,-0.1,0.3,0.4,0.5,0.9,0.6,0.5,0.4,-0.1,0.4,-1.1,0.4,0.2,0.2,0.5,0.7,0.2,0.5,1.0,1.1,2.1,2.7,0.3,0.037202002,0.410744831,1.8,2.875692573,0.930044,1.505079122,1.08257,2.023351588,2.28220375,1.803158911,5.1,3.3,4.2,6.5,2.9,8.4,4.1
136,262,2021-12-01,18.71723,345.8282,39.74484,10.00902,202.287322998047,311.778045654297,329.137878417969,73.8129730224609,24.24341,51.17057,219.543,34828.41,14115.9658203125,4963.06787109375,10494.09,62.7,12.01,43.8,6.9,35.3,34.2,32.6,103.0059,102.8488,98.63475,103.4829,102.2192,103.5544,103.6641,101.9684,102.8486,100.393,104.3856,101.3121,99.92681,101.1098,103.2068,100.6283,100.39,100.606,100.6294,99.30202,99.81289,99.49168,100.6854,97.97883,99.23785,102.2009,101.0412,-0.5763721,-0.9,2.9,-0.5763721,-0.41,-0.5763721,1.39,0.08,-0.0455,-0.127,-0.3842857,-0.082,0.279098,3.33,0.13796,1.47,0.9209348,6.367165,6.578561,0.8848417,4.084509,9.09043,103.9942,97.43816,102.1497,101.2679,99.28594,103.8,98.73328,94.03402,108.5934,-0.5819565,-0.7174565,3.08,-0.5819565,-0.2728667,-0.5819565,2.54,-0.38467,0.17,126.3091,104.1322,114.0282,112.3891,121.0034,130.1838,157.3151,122.5122,122.3501,97.61598,118.2062,109.4984,105.6548,111.6567,147.8459,115.7151,100.3298,118.3673,126.2701,101.1,124.5468,113.0035,146.4402,117.8135,99.18127,0.3,0.0,0.3,-0.6,0.5,0.9,1.4,0.3,-0.6,0.3,0.5,0.2,0.4,0.3,0.6,1.1,0.6,-0.1,0.1,0.2,1.0,0.8,7.0,0.3,0.037202002,0.410744831,1.8,2.875692573,0.930044,1.505079122,1.08257,2.023351588,2.28220375,1.803158911,4.9,3.2,4.5,6.4,2.9,8.0,3.9
137,263,2022-01-01,16.65232,356.4581,38.13882,9.380576,199.015319824219,309.912780761719,336.050567626953,75.1089096069336,25.51465,50.43909,224.0679,34893.36,14261.75,4719.125,10561.09,62.0,11.96,42.7,5.0,35.1,36.8,32.4,102.7883,102.8551,98.60712,103.4347,101.7012,103.3873,103.5089,101.8275,102.7261,100.1031,104.2637,101.1367,99.6068,100.7331,103.0562,100.3844,100.0196,100.128,100.0347,98.96721,99.39513,99.21627,99.98794,97.7494,99.00864,101.9389,100.9543,-0.5794657,-0.8,2.9,-0.5794657,-0.51,-0.5794657,1.96,0.08,0.1813,0.045,-0.1147619,0.114,0.5339646,4.0,0.36028,1.76,0.9187,6.35595,6.576943,0.8833867,4.021143,9.134967,102.6192,96.80977,101.9918,100.3288,99.79861,102.8665,101.0428,91.85393,108.1164,-0.5601429,-0.714191,3.32,-0.5601429,-0.2947762,-0.5601429,3.02,-0.16025,0.22,130.7611,100.6049,114.4884,115.2737,137.0585,129.7991,162.0639,126.6792,125.2574,97.51933,121.0809,109.4984,105.5368,111.1582,148.94,113.3091,100.3494,122.6822,129.9876,101.0,128.4579,111.1652,152.1638,114.5571,98.61552,0.0,0.2,0.9,1.6,0.5,1.5,-0.6,1.0,0.6,-0.2,0.7,1.0,0.6,1.5,1.9,1.8,1.4,1.2,3.4,5.0,3.5,4.5,-3.4,1.4,0.280217484,0.105403721,0.4,-2.565924811,0.559307,0.221037315,0.56634,3.232878144,-1.223368314,-0.257454468,4.7,3.2,4.9,6.3,2.9,8.1,4.0
